,id,story,query,text_query,target,text_target,clean_story,proof_state,f_comb,task_name,story_edges,edge_types,query_edge,genders,syn_story,node_mapping,task_split
10,e1155186-2810-4f81-886c-9bc3a120f956,[Jennie] has a son called [Howard].  [Howard] has a sister named [Mary]. ,"('Jennie', 'Mary')",How are [Jennie] and [Mary] related to each other ? ,daughter,"[""[Mary] is [Jennie]'s daughter. ""]",[Jennie] has a son called [Howard].  [Howard] has a sister named [Mary]. ,"[{('Jennie', 'daughter', 'Mary'): [('Jennie', 'son', 'Howard'), ('Howard', 'sister', 'Mary')]}]",son-sister,task_1.2,"[(0, 1), (1, 2)]","['son', 'sister']","(0, 2)","Jennie:female,Howard:male,Mary:female",,"{2: 0, 7: 1, 10: 2}",train
11,ea061026-c8f1-47bb-87f3-2cb58c0f660d,[Deborah] is [Tyree]'s daughter.  [Deborah] has a brother named [Thomas]. ,"('Tyree', 'Thomas')","For [Tyree], who is [Thomas] ? ",son,"[""[Thomas] is [Tyree]'s son. ""]",[Deborah] is [Tyree]'s daughter.  [Deborah] has a brother named [Thomas]. ,"[{('Tyree', 'son', 'Thomas'): [('Tyree', 'daughter', 'Deborah'), ('Deborah', 'brother', 'Thomas')]}]",daughter-brother,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'brother']","(0, 2)","Tyree:male,Deborah:female,Thomas:male",,"{21: 0, 23: 1, 22: 2}",train
12,ceb2cb72-1a8c-4400-824e-cd1b19951fd8,[Ethel] is the mother of [Deborah].  [Deborah] is [Thomas]'s sister. ,"('Thomas', 'Ethel')",How are [Thomas] and [Ethel] related to each other ? ,mother,['[Ethel] is the mother of [Thomas]. '],[Deborah] is [Thomas]'s sister.  [Ethel] is the mother of [Deborah]. ,"[{('Thomas', 'mother', 'Ethel'): [('Thomas', 'sister', 'Deborah'), ('Deborah', 'mother', 'Ethel')]}]",sister-mother,task_1.2,"[(0, 1), (1, 2)]","['sister', 'mother']","(0, 2)","Thomas:male,Deborah:female,Ethel:female",,"{22: 0, 23: 1, 5: 2}",train
13,4d1c4a43-a840-4c04-90e4-1b7b2cbb1d5b,[Larry] is the uncle of [Michael].  [Jared] has a son called [Michael]. ,"('Jared', 'Larry')",Who is [Larry] from the point of relation of [Jared] ? ,brother,['[Jared] has a brother named [Larry]. '],[Jared] has a son called [Michael].  [Larry] is the uncle of [Michael]. ,"[{('Jared', 'brother', 'Larry'): [('Jared', 'son', 'Michael'), ('Michael', 'uncle', 'Larry')]}]",son-uncle,task_1.2,"[(0, 1), (1, 2)]","['son', 'uncle']","(0, 2)","Jared:male,Michael:male,Larry:male",,"{11: 0, 12: 1, 6: 2}",train
14,6c4f6a5c-62aa-461d-b314-595a5092db21,[Elsie] is the mother of [Juan].  [Dorothy] is a sister of [Elsie]. ,"('Juan', 'Dorothy')",How is [Juan] related to [Dorothy] ? ,aunt,['[Dorothy] is the aunt of [Juan]. '],[Elsie] is the mother of [Juan].  [Dorothy] is a sister of [Elsie]. ,"[{('Juan', 'aunt', 'Dorothy'): [('Juan', 'mother', 'Elsie'), ('Elsie', 'sister', 'Dorothy')]}]",mother-sister,task_1.2,"[(0, 1), (1, 2)]","['mother', 'sister']","(0, 2)","Juan:male,Elsie:female,Dorothy:female",,"{13: 0, 3: 1, 4: 2}",train
15,e876710b-a567-4409-a49e-51f378f3e4b2,[Howard] is [Melissa]'s husband.  [Larry] is the father of [Howard]. ,"('Melissa', 'Larry')",How is [Melissa] related to [Larry] ? ,father-in-law,"[""[Larry] is [Melissa]'s father-in-law. ""]",[Howard] is [Melissa]'s husband.  [Larry] is the father of [Howard]. ,"[{('Melissa', 'father-in-law', 'Larry'): [('Melissa', 'husband', 'Howard'), ('Howard', 'father', 'Larry')]}]",husband-father,task_1.2,"[(0, 1), (1, 2)]","['husband', 'father']","(0, 2)","Melissa:female,Howard:male,Larry:male",,"{26: 0, 7: 1, 6: 2}",train
16,d23ea3ad-e906-42be-b434-d5e0f8f6cf2e,[Lisa] is a sister of [Yvonne].  [Dorothy] is [Lisa]'s mother. ,"('Yvonne', 'Dorothy')",Who is [Dorothy] from the point of relation of [Yvonne] ? ,mother,['[Dorothy] is the mother of [Yvonne]. '],[Lisa] is a sister of [Yvonne].  [Dorothy] is [Lisa]'s mother. ,"[{('Yvonne', 'mother', 'Dorothy'): [('Yvonne', 'sister', 'Lisa'), ('Lisa', 'mother', 'Dorothy')]}]",sister-mother,task_1.2,"[(0, 1), (1, 2)]","['sister', 'mother']","(0, 2)","Yvonne:female,Lisa:female,Dorothy:female",,"{20: 0, 17: 1, 4: 2}",train
17,b6418fc5-9342-44a4-9dd7-57eaf09f713d,[Ethel] is the mother of [Deborah].  [Keri] is [Ethel]'s daughter. ,"('Deborah', 'Keri')",How is [Deborah] related to [Keri] ? ,sister,['[Deborah] has a sister named [Keri]. '],[Ethel] is the mother of [Deborah].  [Keri] is [Ethel]'s daughter. ,"[{('Deborah', 'sister', 'Keri'): [('Deborah', 'mother', 'Ethel'), ('Ethel', 'daughter', 'Keri')]}]",mother-daughter,task_1.2,"[(0, 1), (1, 2)]","['mother', 'daughter']","(0, 2)","Deborah:female,Ethel:female,Keri:female",,"{23: 0, 5: 1, 25: 2}",train
18,7a9b4906-a6da-442c-adcc-2d8d5e3eb396,[Howard] is a brother of [Glen].  [Jennie] is the mother of [Howard]. ,"('Glen', 'Jennie')",How is [Glen] related to [Jennie] ? ,mother,['[Jennie] is the mother of [Glen]. '],[Howard] is a brother of [Glen].  [Jennie] is the mother of [Howard]. ,"[{('Glen', 'mother', 'Jennie'): [('Glen', 'brother', 'Howard'), ('Howard', 'mother', 'Jennie')]}]",brother-mother,task_1.2,"[(0, 1), (1, 2)]","['brother', 'mother']","(0, 2)","Glen:male,Howard:male,Jennie:female",,"{8: 0, 7: 1, 2: 2}",train
19,23a8cb51-76a7-4c70-90b5-600ffa4584f2,[Lee] is the father of [Adam].  [Adam] is [Marie]'s husband. ,"('Marie', 'Lee')",How are [Marie] and [Lee] related to each other ? ,father-in-law,"[""[Lee] is [Marie]'s father-in-law. ""]",[Adam] is [Marie]'s husband.  [Lee] is the father of [Adam]. ,"[{('Marie', 'father-in-law', 'Lee'): [('Marie', 'husband', 'Adam'), ('Adam', 'father', 'Lee')]}]",husband-father,task_1.2,"[(0, 1), (1, 2)]","['husband', 'father']","(0, 2)","Marie:female,Adam:male,Lee:male",,"{35: 0, 18: 1, 16: 2}",train
20,70fb5068-82b1-4a5b-94a5-88224b8e2d29,[Mary] is a daughter of [Jennie].  [Jennie] is a sister of [Jared]. ,"('Jared', 'Mary')",Who is [Mary] from the point of relation of [Jared] ? ,niece,"[""[Mary] is [Jared]'s niece. ""]",[Jennie] is a sister of [Jared].  [Mary] is a daughter of [Jennie]. ,"[{('Jared', 'niece', 'Mary'): [('Jared', 'sister', 'Jennie'), ('Jennie', 'daughter', 'Mary')]}]",sister-daughter,task_1.2,"[(0, 1), (1, 2)]","['sister', 'daughter']","(0, 2)","Jared:male,Jennie:female,Mary:female",,"{11: 0, 2: 1, 10: 2}",train
21,9b01f226-adfa-4165-aee7-a5f6ee5b08a8,[Michael] is [Elsie]'s son.  [Larry] is the uncle of [Michael]. ,"('Elsie', 'Larry')",How are [Elsie] and [Larry] related to each other ? ,brother,['[Elsie] has a brother named [Larry]. '],[Michael] is [Elsie]'s son.  [Larry] is the uncle of [Michael]. ,"[{('Elsie', 'brother', 'Larry'): [('Elsie', 'son', 'Michael'), ('Michael', 'uncle', 'Larry')]}]",son-uncle,task_1.2,"[(0, 1), (1, 2)]","['son', 'uncle']","(0, 2)","Elsie:female,Michael:male,Larry:male",,"{3: 0, 12: 1, 6: 2}",train
22,cee70b77-fd29-44f3-b190-cb4dd562081c,[Jennie] is [Sarah]'s daughter.  [Mary] is [Jennie]'s daughter. ,"('Sarah', 'Mary')","For [Sarah], who is [Mary] ? ",granddaughter,"[""[Mary] is [Sarah]'s granddaughter. ""]",[Jennie] is [Sarah]'s daughter.  [Mary] is [Jennie]'s daughter. ,"[{('Sarah', 'granddaughter', 'Mary'): [('Sarah', 'daughter', 'Jennie'), ('Jennie', 'daughter', 'Mary')]}]",daughter-daughter,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'daughter']","(0, 2)","Sarah:female,Jennie:female,Mary:female",,"{1: 0, 2: 1, 10: 2}",train
23,e66ef7d8-0ad3-4834-93e1-5b387543b037,[Sarah] is [Lisa]'s grandmother.  [Lisa] is a daughter of [Dorothy]. ,"('Dorothy', 'Sarah')",What is the family connection between [Dorothy] and [Sarah] ? ,mother,"[""[Sarah] is [Dorothy]'s mother. ""]",[Lisa] is a daughter of [Dorothy].  [Sarah] is [Lisa]'s grandmother. ,"[{('Dorothy', 'mother', 'Sarah'): [('Dorothy', 'daughter', 'Lisa'), ('Lisa', 'grandmother', 'Sarah')]}]",daughter-grandmother,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'grandmother']","(0, 2)","Dorothy:female,Lisa:female,Sarah:female",,"{4: 0, 17: 1, 1: 2}",train
24,f1a5ff65-a515-4ba7-87b9-32a41d9e0db8,[Larry] is [Patricia]'s father.  [Patricia] is the wife of [Billy]. ,"('Billy', 'Larry')","For [Billy], who is [Larry] ? ",father-in-law,"[""[Larry] is [Billy]'s father-in-law. ""]",[Patricia] is the wife of [Billy].  [Larry] is [Patricia]'s father. ,"[{('Billy', 'father-in-law', 'Larry'): [('Billy', 'wife', 'Patricia'), ('Patricia', 'father', 'Larry')]}]",wife-father,task_1.2,"[(0, 1), (1, 2)]","['wife', 'father']","(0, 2)","Billy:male,Patricia:female,Larry:male",,"{28: 0, 9: 1, 6: 2}",train
25,5faa8378-d36d-4817-86b2-e80df9e8b5ac,[Michael] is [Elsie]'s son.  [Elsie] is the mother of [David]. ,"('David', 'Michael')","For [David], who is [Michael] ? ",brother,['[David] has a brother named [Michael]. '],[Elsie] is the mother of [David].  [Michael] is [Elsie]'s son. ,"[{('David', 'brother', 'Michael'): [('David', 'mother', 'Elsie'), ('Elsie', 'son', 'Michael')]}]",mother-son,task_1.2,"[(0, 1), (1, 2)]","['mother', 'son']","(0, 2)","David:male,Elsie:female,Michael:male",,"{14: 0, 3: 1, 12: 2}",train
26,79e6a1a8-3b1b-4d3e-b3fd-0c3b4614c722,[Juan] is [Elsie]'s son.  [Elsie] is a sister of [Ethel]. ,"('Ethel', 'Juan')",How are [Ethel] and [Juan] related to each other ? ,nephew,['[Juan] is the nephew of [Ethel]. '],[Elsie] is a sister of [Ethel].  [Juan] is [Elsie]'s son. ,"[{('Ethel', 'nephew', 'Juan'): [('Ethel', 'sister', 'Elsie'), ('Elsie', 'son', 'Juan')]}]",sister-son,task_1.2,"[(0, 1), (1, 2)]","['sister', 'son']","(0, 2)","Ethel:female,Elsie:female,Juan:male",,"{5: 0, 3: 1, 13: 2}",train
27,00df3cf5-ada8-4832-add0-d5003026d9b7,[Sarah] is [Dorothy]'s mother.  [Dorothy] is the mother of [Adam]. ,"('Adam', 'Sarah')",How is [Adam] related to [Sarah] ? ,grandmother,"[""[Sarah] is [Adam]'s grandmother. ""]",[Dorothy] is the mother of [Adam].  [Sarah] is [Dorothy]'s mother. ,"[{('Adam', 'grandmother', 'Sarah'): [('Adam', 'mother', 'Dorothy'), ('Dorothy', 'mother', 'Sarah')]}]",mother-mother,task_1.2,"[(0, 1), (1, 2)]","['mother', 'mother']","(0, 2)","Adam:male,Dorothy:female,Sarah:female",,"{18: 0, 4: 1, 1: 2}",train
28,54f16e58-2bd6-4e80-800c-e859a05fa889,[Juan] is a brother of [Michael].  [Elsie] is [Juan]'s mother. ,"('Michael', 'Elsie')",How is [Michael] related to [Elsie] ? ,mother,['[Elsie] is the mother of [Michael]. '],[Juan] is a brother of [Michael].  [Elsie] is [Juan]'s mother. ,"[{('Michael', 'mother', 'Elsie'): [('Michael', 'brother', 'Juan'), ('Juan', 'mother', 'Elsie')]}]",brother-mother,task_1.2,"[(0, 1), (1, 2)]","['brother', 'mother']","(0, 2)","Michael:male,Juan:male,Elsie:female",,"{12: 0, 13: 1, 3: 2}",train
29,b05db708-cea5-46af-af57-d48165adcc90,[Michael] is [Jared]'s son.  [Michael] has a wife who is [Sandra]. ,"('Jared', 'Sandra')",What is the family connection between [Jared] and [Sandra] ? ,daughter-in-law,['[Sandra] is the daughter-in-law of [Jared]. '],[Michael] is [Jared]'s son.  [Michael] has a wife who is [Sandra]. ,"[{('Jared', 'daughter-in-law', 'Sandra'): [('Jared', 'son', 'Michael'), ('Michael', 'wife', 'Sandra')]}]",son-wife,task_1.2,"[(0, 1), (1, 2)]","['son', 'wife']","(0, 2)","Jared:male,Michael:male,Sandra:female",,"{11: 0, 12: 1, 30: 2}",train
30,4ff258e6-e392-4e2a-a146-9543bf68d28e,[Howard] is [Larry]'s son.  [Ethel] is the aunt of [Howard]. ,"('Larry', 'Ethel')",How are [Larry] and [Ethel] related to each other ? ,sister,['[Ethel] is a sister of [Larry]. '],[Howard] is [Larry]'s son.  [Ethel] is the aunt of [Howard]. ,"[{('Larry', 'sister', 'Ethel'): [('Larry', 'son', 'Howard'), ('Howard', 'aunt', 'Ethel')]}]",son-aunt,task_1.2,"[(0, 1), (1, 2)]","['son', 'aunt']","(0, 2)","Larry:male,Howard:male,Ethel:female",,"{6: 0, 7: 1, 5: 2}",train
31,2b0ed111-4596-4dff-aaa1-dd196909e705,[Larry] has a sister named [Ethel].  [Ethel] has a son called [Thomas]. ,"('Larry', 'Thomas')",What is the family connection between [Larry] and [Thomas] ? ,nephew,['[Thomas] is the nephew of [Larry]. '],[Larry] has a sister named [Ethel].  [Ethel] has a son called [Thomas]. ,"[{('Larry', 'nephew', 'Thomas'): [('Larry', 'sister', 'Ethel'), ('Ethel', 'son', 'Thomas')]}]",sister-son,task_1.2,"[(0, 1), (1, 2)]","['sister', 'son']","(0, 2)","Larry:male,Ethel:female,Thomas:male",,"{6: 0, 5: 1, 22: 2}",train
32,dda6d074-084e-4043-8dd3-8b40eb475f07,[Thomas] has a sister named [Deborah].  [Tyree] is [Deborah]'s father. ,"('Thomas', 'Tyree')","For [Thomas], who is [Tyree] ? ",father,"[""[Tyree] is [Thomas]'s father. ""]",[Thomas] has a sister named [Deborah].  [Tyree] is [Deborah]'s father. ,"[{('Thomas', 'father', 'Tyree'): [('Thomas', 'sister', 'Deborah'), ('Deborah', 'father', 'Tyree')]}]",sister-father,task_1.2,"[(0, 1), (1, 2)]","['sister', 'father']","(0, 2)","Thomas:male,Deborah:female,Tyree:male",,"{22: 0, 23: 1, 21: 2}",train
33,78fd7cd1-b247-4857-bcdf-c9b3e273dd6d,[Thomas] is [Tyree]'s son.  [John] is the grandfather of [Thomas]. ,"('Tyree', 'John')",Fill in the blanks : [John] is [Tyree] 's _. ,father,['[John] is the father of [Tyree]. '],[Thomas] is [Tyree]'s son.  [John] is the grandfather of [Thomas]. ,"[{('Tyree', 'father', 'John'): [('Tyree', 'son', 'Thomas'), ('Thomas', 'grandfather', 'John')]}]",son-grandfather,task_1.2,"[(0, 1), (1, 2)]","['son', 'grandfather']","(0, 2)","Tyree:male,Thomas:male,John:male",,"{21: 0, 22: 1, 0: 2}",train
34,52b82c3e-01a4-481c-9764-27b52d1497b8,[Larry] is [Lisa]'s uncle.  [Lee] has a daughter called [Lisa]. ,"('Lee', 'Larry')",Who is [Larry] from the point of relation of [Lee] ? ,brother,"[""[Larry] is [Lee]'s brother. ""]",[Lee] has a daughter called [Lisa].  [Larry] is [Lisa]'s uncle. ,"[{('Lee', 'brother', 'Larry'): [('Lee', 'daughter', 'Lisa'), ('Lisa', 'uncle', 'Larry')]}]",daughter-uncle,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'uncle']","(0, 2)","Lee:male,Lisa:female,Larry:male",,"{16: 0, 17: 1, 6: 2}",train
35,182c2c33-2f24-46b7-a3c0-cf5645556231,[Jared] is the father of [Michael].  [Patrick] has a brother named [Michael]. ,"('Patrick', 'Jared')",How are [Patrick] and [Jared] related to each other ? ,father,"[""[Jared] is [Patrick]'s father. ""]",[Patrick] has a brother named [Michael].  [Jared] is the father of [Michael]. ,"[{('Patrick', 'father', 'Jared'): [('Patrick', 'brother', 'Michael'), ('Michael', 'father', 'Jared')]}]",brother-father,task_1.2,"[(0, 1), (1, 2)]","['brother', 'father']","(0, 2)","Patrick:male,Michael:male,Jared:male",,"{15: 0, 12: 1, 11: 2}",train
36,e5ba9796-4799-439b-9581-4c809754b841,[Ethel] is [Jennie]'s sister.  [Jennie] is [Howard]'s mother. ,"('Howard', 'Ethel')",Fill in the blanks : [Ethel] is [Howard] 's _. ,aunt,['[Ethel] is the aunt of [Howard]. '],[Jennie] is [Howard]'s mother.  [Ethel] is [Jennie]'s sister. ,"[{('Howard', 'aunt', 'Ethel'): [('Howard', 'mother', 'Jennie'), ('Jennie', 'sister', 'Ethel')]}]",mother-sister,task_1.2,"[(0, 1), (1, 2)]","['mother', 'sister']","(0, 2)","Howard:male,Jennie:female,Ethel:female",,"{7: 0, 2: 1, 5: 2}",train
37,ab090326-ee6d-4ef3-9c44-862512f0cfd4,[Lisa] has a brother named [James].  [Lisa] is a daughter of [Lee]. ,"('Lee', 'James')","For [Lee], who is [James] ? ",son,"[""[James] is [Lee]'s son. ""]",[Lisa] is a daughter of [Lee].  [Lisa] has a brother named [James]. ,"[{('Lee', 'son', 'James'): [('Lee', 'daughter', 'Lisa'), ('Lisa', 'brother', 'James')]}]",daughter-brother,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'brother']","(0, 2)","Lee:male,Lisa:female,James:male",,"{16: 0, 17: 1, 19: 2}",train
38,6933a589-23b1-4741-b4b5-2d2658bb8793,[Keri] is [Ethel]'s daughter.  [Ethel] is [Thomas]'s mother. ,"('Thomas', 'Keri')",Who is [Keri] from the point of relation of [Thomas] ? ,sister,['[Thomas] has a sister named [Keri]. '],[Ethel] is [Thomas]'s mother.  [Keri] is [Ethel]'s daughter. ,"[{('Thomas', 'sister', 'Keri'): [('Thomas', 'mother', 'Ethel'), ('Ethel', 'daughter', 'Keri')]}]",mother-daughter,task_1.2,"[(0, 1), (1, 2)]","['mother', 'daughter']","(0, 2)","Thomas:male,Ethel:female,Keri:female",,"{22: 0, 5: 1, 25: 2}",train
39,9e2a5079-ed25-4840-acfd-17d25ab3bf8e,[Sarah] is the grandmother of [Howard].  [Howard] is a son of [Jennie]. ,"('Jennie', 'Sarah')",Who is [Sarah] from the point of relation of [Jennie] ? ,mother,"[""[Sarah] is [Jennie]'s mother. ""]",[Howard] is a son of [Jennie].  [Sarah] is the grandmother of [Howard]. ,"[{('Jennie', 'mother', 'Sarah'): [('Jennie', 'son', 'Howard'), ('Howard', 'grandmother', 'Sarah')]}]",son-grandmother,task_1.2,"[(0, 1), (1, 2)]","['son', 'grandmother']","(0, 2)","Jennie:female,Howard:male,Sarah:female",,"{2: 0, 7: 1, 1: 2}",train
40,f7370d19-ef4f-45dd-90c7-85de4b3b06d8,[Yvonne] is a daughter of [Dorothy].  [Steven] is the husband of [Yvonne]. ,"('Dorothy', 'Steven')","For [Dorothy], who is [Steven] ? ",son-in-law,['[Steven] is the son-in-law of [Dorothy]. '],[Yvonne] is a daughter of [Dorothy].  [Steven] is the husband of [Yvonne]. ,"[{('Dorothy', 'son-in-law', 'Steven'): [('Dorothy', 'daughter', 'Yvonne'), ('Yvonne', 'husband', 'Steven')]}]",daughter-husband,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'husband']","(0, 2)","Dorothy:female,Yvonne:female,Steven:male",,"{4: 0, 20: 1, 37: 2}",train
41,0b893cf9-7eb5-4ec6-960e-15a1071c691f,[Lisa] is a daughter of [Lee].  [Sarah] is the grandmother of [Lisa]. ,"('Lee', 'Sarah')",Who is [Sarah] from the point of relation of [Lee] ? ,mother,['[Sarah] is the mother of [Lee]. '],[Lisa] is a daughter of [Lee].  [Sarah] is the grandmother of [Lisa]. ,"[{('Lee', 'mother', 'Sarah'): [('Lee', 'daughter', 'Lisa'), ('Lisa', 'grandmother', 'Sarah')]}]",daughter-grandmother,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'grandmother']","(0, 2)","Lee:male,Lisa:female,Sarah:female",,"{16: 0, 17: 1, 1: 2}",train
42,eae9c645-35e7-4237-9ebd-f775a24e9275,[Yvonne] is [Dorothy]'s daughter.  [Dorothy] is a daughter of [Sarah]. ,"('Sarah', 'Yvonne')",What is the family connection between [Sarah] and [Yvonne] ? ,granddaughter,['[Sarah] has a granddaughter who is [Yvonne]. '],[Dorothy] is a daughter of [Sarah].  [Yvonne] is [Dorothy]'s daughter. ,"[{('Sarah', 'granddaughter', 'Yvonne'): [('Sarah', 'daughter', 'Dorothy'), ('Dorothy', 'daughter', 'Yvonne')]}]",daughter-daughter,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'daughter']","(0, 2)","Sarah:female,Dorothy:female,Yvonne:female",,"{1: 0, 4: 1, 20: 2}",train
